,NOMBRE
212,Prádanos de Bureba
213,Pradoluengo
214,Presencio
215,"Puebla de Arganzón, La"
216,Puentedura
217,Quemada
218,Quintana del Pidio
219,Quintanabureba
220,Quintanaélez
221,Quintanaortuño
222,Quintanapalla
223,Quintanar de la Sierra
224,Quintanavides
225,Quintanilla de la Mata
226,Quintanilla del Agua y Tordueles
227,Quintanilla del Coco
228,Quintanilla San García
229,Quintanilla Vivar
230,"Quintanillas, Las"
231,Rabanera del Pinar
232,Rábanos
233,Rabé de las Calzadas
234,Rebolledo de la Torre
235,Redecilla del Camino
236,Redecilla del Campo
237,Regumiel de la Sierra
238,Reinoso
239,Retuerta
240,Revilla del Campo
241,Revilla Vallejera
242,"Revilla y Ahedo, La"
243,Revillarruz
244,Rezmondo
245,Riocavado de la Sierra
246,Roa
247,Rojas
248,Royuela de Río Franco
249,Rubena
250,Rublacedo de Abajo
251,Rucandio
252,Salas de Bureba
253,Salas de los Infantes
254,Saldaña de Burgos
255,Salinillas de Bureba
256,San Adrián de Juarros
257,San Juan del Monte
258,San Mamés de Burgos
259,San Martín de Rubiales
260,San Millán de Lara
261,San Vicente del Valle
262,Santa Cecilia
263,Santa Cruz de la Salceda
264,Santa Cruz del Valle Urbión
265,Santa Gadea del Cid
266,Santa Inés
267,Santa María del Campo
268,Santa María del Invierno
269,Santa María del Mercadillo
270,Santa María Rivarredonda
271,Santa Olalla de Bureba
272,Santibáñez de Esgueva
273,Santibáñez del Val
274,Santo Domingo de Silos
275,Sargentes de la Lora
276,Sarracín
277,Sasamón
278,"Sequera de Haza, La"
279,Solarana
280,Sordillos
281,Sotillo de la Ribera
282,Sotragero
283,Sotresgudo
284,Susinos del Páramo
285,Tamarón
286,Tardajos
287,Tejada
288,Terradillos de Esgueva
289,Tinieblas de la Sierra
290,Tobar
291,Tordómar
292,Torrecilla del Monte
293,Torregalindo
294,Torrelara
295,Torrepadre
296,Torresandino
297,Tórtoles de Esgueva
298,Tosantos
299,Trespaderne
300,Tubilla del Agua
301,Tubilla del Lago
302,Úrbel del Castillo
303,Vadocondes
304,Valdeande
305,Valdezate
306,Valdorros
307,Vallarta de Bureba
308,Valle de las Navas
309,Valle de Losa
310,Valle de Manzanedo
311,Valle de Mena
312,Valle de Oca
313,Valle de Santibáñez
314,Valle de Sedano
315,Valle de Tobalina
316,Valle de Valdebezana
317,Valle de Valdelaguna
318,Valle de Valdelucio
319,Valle de Zamanzas
320,Vallejera
321,Valles de Palenzuela
322,Valluércanes
323,Valmala
324,"Vid de Bureba, La"
325,"Vid y Barrios, La"
326,Vileña
327,Villadiego
328,Villaescusa de Roa
329,Villaescusa la Sombría
330,Villaespasa
331,Villafranca Montes de Oca
332,Villafruela
333,Villagalijo
334,Villagonzalo Pedernales
335,Villahoz
336,Villalba de Duero
337,Villalbilla de Burgos
338,Villalbilla de Gumiel
339,Villaldemiro
340,Villalmanzo
341,Villamayor de los Montes
342,Villamayor de Treviño
343,Villambistia
344,Villamedianilla
345,Villamiel de la Sierra
346,Villangómez
347,Villanueva de Argaño
348,Villanueva de Carazo
349,Villanueva de Gumiel
350,Villanueva de Teba
351,Villaquirán de la Puebla
352,Villaquirán de los Infantes
353,Villarcayo de Merindad de Castilla la Vieja
354,Villariezo
355,Villasandino
356,Villasur de Herreros
357,Villatuelda
358,Villaverde del Monte
359,Villaverde-Mogina
360,Villayerno Morquillas
361,Villazopeque
362,Villegas
363,Villoruebo
364,Viloria de Rioja
365,Vilviestre del Pinar
366,Vizcaínos
367,Zael
368,Zarzosa de Río Pisuerga
369,Zazuar
370,Zuñeda
